,FieldID,Proteomics_cases,UKB_cases,Path,Category,Field,Items,Stability,ValueType,Units,ItemType
524,132216,190,1557,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",2415,Date O32 first reported (maternal care for known or suspected malpresentation of foetus),1557,Ongoing,Date,,Data
525,131562,253,2242,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K05 first reported (gingivitis and periodontal diseases),2242,Ongoing,Date,,Data
526,132142,753,6943,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N90 first reported (other noninflammatory disorders of vulva and perineum),6943,Ongoing,Date,,Data
527,132088,875,7887,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N48 first reported (other disorders of penis),7887,Ongoing,Date,,Data
528,131518,612,4222,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J69 first reported (pneumonitis due to solids and liquids),4222,Ongoing,Date,,Data
529,132064,702,6444,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N35 first reported (urethral stricture),6444,Ongoing,Date,,Data
530,131074,2907,26188,Health-related outcomes > First occurrences > Nervous system disorders,2406,Date G56 first reported (mononeuropathies of upper limb),26188,Ongoing,Date,,Data
531,131576,552,4709,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K12 first reported (stomatitis and related lesions),4709,Ongoing,Date,,Data
532,131496,69,552,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J46 first reported (status asthmaticus),552,Ongoing,Date,,Data
533,131246,95,1007,Health-related outcomes > First occurrences > Ear and mastoid process disorders,2408,Date H74 first reported (other disorders of middle ear and mastoid),1007,Ongoing,Date,,Data
534,131260,2347,21381,Health-related outcomes > First occurrences > Ear and mastoid process disorders,2408,Date H91 first reported (other hearing loss),21381,Ongoing,Date,,Data
535,132008,139,903,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N05 first reported (unspecified nephritic syndrome),903,Ongoing,Date,,Data
536,131592,1116,10177,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K26 first reported (duodenal ulcer),10177,Ongoing,Date,,Data
537,132018,51,379,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N11 first reported (chronic tubulo-interstitial nephritis),379,Ongoing,Date,,Data
538,131578,856,8134,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K13 first reported (other diseases of lip and oral mucosa),8134,Ongoing,Date,,Data
539,130178,2223,19358,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,2401,Date B02 first reported (zoster [herpes zoster]),19358,Ongoing,Date,,Data
540,130708,5282,47081,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",2404,Date E11 first reported (non-insulin-dependent diabetes mellitus),47081,Ongoing,Date,,Data
541,131270,196,1660,Health-related outcomes > First occurrences > Circulatory system disorders,2409,Date I00 first reported (rheumatic fever without mention of heart involvement),1660,Ongoing,Date,,Data
542,131064,458,3823,Health-related outcomes > First occurrences > Nervous system disorders,2406,Date G51 first reported (facial nerve disorders),3823,Ongoing,Date,,Data
543,132020,382,2969,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,"Date N12 first reported (tubulo-interstitial nephritis, not specified as acute or chronic)",2969,Ongoing,Date,,Data
544,131296,4484,38660,Health-related outcomes > First occurrences > Circulatory system disorders,2409,Date I20 first reported (angina pectoris),38660,Ongoing,Date,,Data
545,132168,650,5815,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",2415,Date O03 first reported (spontaneous abortion),5815,Ongoing,Date,,Data
546,132522,80,607,Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities,2417,Date Q53 first reported (undescended testicle),607,Ongoing,Date,,Data
547,131620,6860,61886,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K44 first reported (diaphragmatic hernia),61886,Ongoing,Date,,Data
548,130700,1031,8917,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",2404,Date E05 first reported (thyrotoxicosis [hyperthyroidism]),8917,Ongoing,Date,,Data
549,132062,151,1169,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N34 first reported (urethritis and urethral syndrome),1169,Ongoing,Date,,Data
550,130918,117,990,Health-related outcomes > First occurrences > Mental and behavioural disorders,2405,Date F50 first reported (eating disorders),990,Ongoing,Date,,Data
551,131348,1094,8876,Health-related outcomes > First occurrences > Circulatory system disorders,2409,Date I47 first reported (paroxysmal tachycardia),8876,Ongoing,Date,,Data
552,130734,206,1924,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",2404,Date E27 first reported (other disorders of adrenal gland),1924,Ongoing,Date,,Data
553,131690,426,3827,Health-related outcomes > First occurrences > Digestive system disorders,2411,"Date K91 first reported (postprocedural disorders of digestive system, not elsewhere classified)",3827,Ongoing,Date,,Data
554,132132,913,9129,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,"Date N85 first reported (other noninflammatory disorders of uterus, except cervix)",9129,Ongoing,Date,,Data
555,131070,195,1488,Health-related outcomes > First occurrences > Nervous system disorders,2406,Date G54 first reported (nerve root and plexus disorders),1488,Ongoing,Date,,Data
556,131708,1902,16136,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,Date L08 first reported (other local infections of skin and subcutaneous tissue),16136,Ongoing,Date,,Data
557,131440,233,1791,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J10 first reported (influenza due to identified influenza virus),1791,Ongoing,Date,,Data
558,132238,83,838,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",2415,"Date O46 first reported (antepartum haemorrhage, not elsewhere classified)",838,Ongoing,Date,,Data
559,131352,1718,14967,Health-related outcomes > First occurrences > Circulatory system disorders,2409,Date I49 first reported (other cardiac arrhythmias),14967,Ongoing,Date,,Data
560,131860,150,1332,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M11 first reported (other crystal arthropathies),1332,Ongoing,Date,,Data
561,131404,3472,31882,Health-related outcomes > First occurrences > Circulatory system disorders,2409,Date I84 first reported (haemorrhoids),31882,Ongoing,Date,,Data
562,131400,176,1513,Health-related outcomes > First occurrences > Circulatory system disorders,2409,Date I82 first reported (other venous embolism and thrombosis),1513,Ongoing,Date,,Data
563,131024,52,327,Health-related outcomes > First occurrences > Nervous system disorders,2406,Date G21 first reported (secondary parkinsonism),327,Ongoing,Date,,Data
564,130818,205,1978,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",2404,Date E80 first reported (disorders of porphyrin and bilirubin metabolism),1978,Ongoing,Date,,Data
565,130842,866,5376,Health-related outcomes > First occurrences > Mental and behavioural disorders,2405,Date F03 first reported (unspecified dementia),5376,Ongoing,Date,,Data
566,131014,59,440,Health-related outcomes > First occurrences > Nervous system disorders,2406,Date G11 first reported (hereditary ataxia),440,Ongoing,Date,,Data
567,131152,72,594,Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,Date H17 first reported (corneal scars and opacities),594,Ongoing,Date,,Data
568,132014,240,1301,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N08 first reported (glomerular disorders in diseases classified elsewhere),1301,Ongoing,Date,,Data
569,131050,52,408,Health-related outcomes > First occurrences > Nervous system disorders,2406,Date G41 first reported (status epilepticus),408,Ongoing,Date,,Data
570,131158,321,3092,Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,Date H20 first reported (iridocyclitis),3092,Ongoing,Date,,Data
571,130830,215,1889,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",2404,Date E88 first reported (other metabolic disorders),1889,Ongoing,Date,,Data
572,132092,1392,12195,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N50 first reported (other disorders of male genital organs),12195,Ongoing,Date,,Data
573,131138,135,1291,Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,Date H05 first reported (disorders of orbit),1291,Ongoing,Date,,Data
574,130648,4387,36231,"Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders",2403,Date D64 first reported (other anaemias),36231,Ongoing,Date,,Data
575,130824,75,587,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",2404,Date E85 first reported (amyloidosis),587,Ongoing,Date,,Data
576,132248,70,574,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",2415,Date O62 first reported (abnormalities of forces of labour),574,Ongoing,Date,,Data
577,131420,67,728,Health-related outcomes > First occurrences > Circulatory system disorders,2409,Date I98 first reported (other disorders of circulatory system in diseases classified elsewhere),728,Ongoing,Date,,Data
578,132002,213,1679,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N02 first reported (recurrent and persistent haematuria),1679,Ongoing,Date,,Data
579,131628,733,6704,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K51 first reported (ulcerative colitis),6704,Ongoing,Date,,Data
580,130264,107,967,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,2401,Date B54 first reported (unspecified malaria),967,Ongoing,Date,,Data
581,131072,1078,9838,Health-related outcomes > First occurrences > Nervous system disorders,2406,Date G55 first reported (nerve root and plexus compressions in diseases classified elsewhere),9838,Ongoing,Date,,Data
582,130196,56,432,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,2401,Date B16 first reported (acute hepatitis b),432,Ongoing,Date,,Data
583,130212,67,522,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,2401,Date B24 first reported (unspecified human immunodeficiency virus [hiv] disease),522,Ongoing,Date,,Data
584,131060,2473,21041,Health-related outcomes > First occurrences > Nervous system disorders,2406,Date G47 first reported (sleep disorders),21041,Ongoing,Date,,Data
585,130916,135,1172,Health-related outcomes > First occurrences > Mental and behavioural disorders,2405,Date F48 first reported (other neurotic disorders),1172,Ongoing,Date,,Data
586,132136,953,8418,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N87 first reported (dysplasia of cervix uteri),8418,Ongoing,Date,,Data
587,131160,183,1550,Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,Date H21 first reported (other disorders of iris and ciliary body),1550,Ongoing,Date,,Data
588,130746,60,451,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",2404,Date E34 first reported (other endocrine disorders),451,Ongoing,Date,,Data
589,131430,2396,20814,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J03 first reported (acute tonsillitis),20814,Ongoing,Date,,Data
590,131174,128,1132,Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,Date H31 first reported (other disorders of choroid),1132,Ongoing,Date,,Data
591,131022,964,4571,Health-related outcomes > First occurrences > Nervous system disorders,2406,Date G20 first reported (parkinson's disease),4571,Ongoing,Date,,Data
592,131832,59,379,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,"Date L95 first reported (vasculitis limited to skin, not elsewhere classified)",379,Ongoing,Date,,Data
593,130998,306,2477,Health-related outcomes > First occurrences > Nervous system disorders,2406,Date G03 first reported (meningitis due to other and unspecified causes),2477,Ongoing,Date,,Data
594,131488,92,806,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J42 first reported (unspecified chronic bronchitis),806,Ongoing,Date,,Data
595,131992,276,2271,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M95 first reported (other acquired deformities of musculoskeletal system and connective tissue),2271,Ongoing,Date,,Data
596,130848,237,1769,Health-related outcomes > First occurrences > Mental and behavioural disorders,2405,Date F06 first reported (other mental disorders due to brain damage and dysfunction and to physical disease),1769,Ongoing,Date,,Data
597,132530,57,384,Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities,2417,Date Q60 first reported (renal agenesis and other reduction defects of kidney),384,Ongoing,Date,,Data
598,131204,312,2786,Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,Date H50 first reported (other strabismus),2786,Ongoing,Date,,Data
599,131892,313,2240,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M31 first reported (other necrotising vasculopathies),2240,Ongoing,Date,,Data
600,131388,303,2378,Health-related outcomes > First occurrences > Circulatory system disorders,2409,Date I74 first reported (arterial embolism and thrombosis),2378,Ongoing,Date,,Data
601,130062,427,3559,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,2401,Date A37 first reported (whooping cough),3559,Ongoing,Date,,Data
602,131456,5053,40739,Health-related outcomes > First occurrences > Respiratory system disorders,2410,"Date J18 first reported (pneumonia, organism unspecified)",40739,Ongoing,Date,,Data
603,131314,87,747,Health-related outcomes > First occurrences > Circulatory system disorders,2409,Date I30 first reported (acute pericarditis),747,Ongoing,Date,,Data
604,131582,2268,19905,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K20 first reported (oesophagitis),19905,Ongoing,Date,,Data
605,130726,159,1342,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",2404,Date E23 first reported (hypofunction and other disorders of pituitary gland),1342,Ongoing,Date,,Data
606,131922,601,5277,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M50 first reported (cervical disk disorders),5277,Ongoing,Date,,Data
